score,algorithm,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z
2284,Random Search,armitage,botner,crull,dewayne,entranced,focusing,guzowski,hoboes,immediacy,janovsky,kreps,laxatives,myette,novelistic,oversize,peplow,quinnell,ripen,shopwell,thundershower,unbolted,vanacore,wildcard,xenos,yaeger,zampino
2225,Random Search,alumni,bypasses,cottee,delawder,enterococcus,ferociously,gaskamp,hippest,interoffice,jaunt,keiretsu,lafave,mussels,ned,odowd,photovoltaics,quaker,riemann,smithwick,tipton,upped,vester,witching,xinjiang,yamauchi,zeitgeist
2453,Random Search,airfares,boberg,cryptoclearance,daminozide,ewe,feickert,gates,hyundais,interprovincial,jacklin,kepp,lipoproteins,meaner,nault,oilfields,parmeter,quickie,ragavan,schweikert,telit,unhealthful,vietcong,wagaman,xenophobic,yuille,zorinsky
2086,Random Search,arango,bide,concubine,diaphonia,ervin,fincham,gelardin,hamdan,inspired,jailhouse,kennelly,lattimore,matzinger,nervousness,ogles,people,quiram,rupard,stringers,taxpaying,unclear,vetco,wandie,xudong,yanbu,zieg
2038,Random Search,adamkus,bigelow,cox,doodle,eastep,freaked,garnet,hanauer,intercapital,jell,kosovo,lobbyist,mcquary,nethercutt,olof,pauletta,quit,redemption,seiwert,tapping,ungar,vividness,wishner,xenos,yest,zirkelbach
2259,Random Search,agnostic,brawl,cutter,dieringer,eschmann,flore,guangdong,hanlon,institutionalize,jumpsuits,kampf,laryngeal,memo,nasby,osbun,prestigiacomo,quakers,repligen,surfers,tager,unclear,vienot,wuest,xilinx,yessuey,zerwhale
2052,Random Search,arnholt,bodes,critcher,decesaris,embroidery,firehouse,gladstone,hybl,illina,jacoboski,ketner,lesner,mauck,nuovo,ordering,paperboys,quests,release,schutte,tigrean,unjustified,vera,whet,xenia,yender,zimmerle
2169,Random Search,alliant,bettin,campion,deco,epcot,forfeiture,griped,humiliates,impulsive,jeanine,konger,lyttle,morihiro,nobatoshi,obsessive,psychiatry,quintero,renegar,stahlberg,tozier,unofficially,varley,weicker,xus,yourself,zydeco
2130,Random Search,arechiga,blouse,christchurch,degregory,elsdon,flowe,giere,hix,improbable,janel,krossel,lovejoy,mutilation,noto,opryland,pettway,quackery,russert,saperstein,trifecta,utters,venetian,waag,xene,yaklin,zealanders
2239,Random Search,antagonist,braniff,comitatus,decertify,eder,foiled,grumpier,halden,incompetent,juge,krakow,looters,marsland,notation,oversize,prosper,quaternary,reatta,sully,thickens,unformed,venetian,westtech,xena,yang,ziegenhorn
2475,Random Search,abascal,britton,chupp,delaura,entitles,feinman,goerke,hatcher,impracticable,jacobi,killing,loran,massengill,neurological,overexcite,peaudouce,quack,ruritania,schott,tranquilizing,uncompromising,veen,waterloo,xiang,yapp,zirconiums
2356,Random Search,abandonment,bungard,cason,deferral,evolving,frustrated,gauls,humke,incongruously,ja,kelm,lorek,mccool,nominate,overgrown,practically,quantities,reim,spaziani,troise,unsolicited,vector,wassell,xenophon,yearbooks,ziegfield
2370,Random Search,allocated,blindness,chausse,duri,eases,feldkamp,goard,hogle,ironically,journeyed,kleeman,lambda,maertens,nonconformity,offill,petted,quintessentially,rationalization,spout,tuck,umbria,viva,wannamaker,xenophobia,yocom,zayas
2391,Random Search,aganbegyan,barbecue,conditionality,decapua,emigres,fuzz,gussied,halfrida,ido,jueteng,karstadt,landman,mcartor,necessitates,overestimate,pelley,quarterback,reponse,sheared,triolo,uriegas,vercher,welz,xenon,youngblood,zuzana
2229,Random Search,adkison,beale,catone,dzikowski,equicor,ferrite,ginsburg,hansma,ivanna,jerking,kamber,lamarre,microelectronic,navarette,overproducers,pecan,quantities,rayner,stilwell,torie,utzinger,void,whims,xanthe,yarbough,zaibatsu
2164,Random Search,abolitionists,brummett,celandine,deuel,ehrhart,faught,gittelman,holtzclaw,icenhour,jettisoning,kendrick,levens,masahiko,nowaday,orcas,pylons,quadra,rhoda,skow,tuzla,unread,vandivier,worthiness,xaver,your,zawada
2211,Random Search,agrawal,birdhouses,carin,disruption,enumeration,floorboard,giovannetti,hilleary,inlex,jessamyn,krygier,livolsi,murchie,nonreligious,ohlson,precariously,quartile,rod,serda,tsetse,unison,valea,warne,xu,yim,zukin
2212,Random Search,afraid,blobby,canasta,danica,elating,footpath,geologists,harron,iannamico,jovanovic,keo,loudon,marcell,norenko,ousley,pastoralism,quina,rickenbach,supersede,training,unrest,vanderpol,wingers,xiao,youngerman,ziobro
2124,Random Search,aleshire,basil,coaxes,deschner,ennoble,fossilized,guerneville,housman,incinerated,jibe,kostick,lowborn,mitering,nymphomaniac,obryant,pawing,qi,raising,sibyll,talcott,ungrateful,vergesh,wellbeing,xue,yahnke,zippy
2353,Random Search,anoint,beierle,claribel,dissecting,ellingwood,freymiller,gotch,hoopoe,imbalances,jujo,kinzey,loberg,mav,nipping,oliveros,punctuated,quinlivan,rodenbaugh,summiteers,tremors,underdevelop,vanduyn,wausau,xylogics,yamaha,zahler
2155,Random Search,ashline,blystone,centuri,dulwich,enumerate,favero,gendreau,hewitt,interurban,jochen,keyed,lasater,misanthrope,newmark,oldenburg,piston,queenfish,retrovirus,spears,teton,uninterested,veeco,wanninger,xylina,yearago,zisson
2219,Random Search,aristede,briefcase,corrie,dazed,eights,fredericks,glowering,hurteau,inconsistencies,jeske,kidded,lupinski,matarazzo,netta,olsten,posluns,quixote,respects,semifinal,tuell,udagawa,vanwyck,wiggins,xylina,yarbrough,zico
2174,Random Search,ashcreek,bentzel,compressor,dizzy,eye,frivolity,gassmann,humorous,intend,justman,kasparian,lingenfelter,meling,norimatsu,overtone,prochnow,qantas,rox,select,tita,uzmack,vanity,wollschlager,xantippe,yanik,zwieg
2299,Random Search,architects,brittler,clouse,dromedary,ecosystem,figures,geeslin,harders,interrogated,joswick,kouba,laake,mazor,norwest,outflows,placeway,quietly,rayl,summagraphics,tangs,unionized,vieth,wiltshire,xenon,yonkers,zigzagging
2287,Random Search,accelerators,bittenbender,contracts,disparate,exide,foisted,guyette,heroic,intending,journeys,kopf,lefevre,milliliters,norrod,optioned,playmate,quillen,ragtop,schlotterbeck,thanh,underlines,valentino,wellspring,xie,yaps,zaretsky
2233,Random Search,angrily,blossoms,credit,durbin,enlarged,filibuster,graver,hoonah,impersonators,jolts,kemnitz,levendusky,mindanao,ninneman,oscarson,prozac,quebecois,rilla,soderquist,trixy,underrate,vermilion,wesun,xerxes,yield,zwahlen
2316,Random Search,amplify,bassoon,chipello,dissecting,euthanasia,fertitta,glimmer,heironimus,illig,jessup,kalil,lebeau,massaging,neoconservative,overseen,pulmozyme,quiz,refused,slatter,thyssen,unanimously,vorwerk,wendling,xscribe,yona,zoological
2149,Random Search,accompanist,ballew,cuffee,drexler,ethnos,ferol,guillot,humanity,integral,jeopardy,kugel,lucid,motioned,niblock,obert,promises,quinoco,reinstatement,segal,tarin,unpacking,vilardo,whittaker,xi,yahnke,zwiebel
2196,Random Search,akashi,bella,clarksburg,dominance,escamilla,feustel,gutsy,heikes,innovators,jibes,kreig,loppnow,megabuck,nairn,olasky,pullen,quickening,robitussin,schiemann,tenfold,undercover,valvano,wo,xaviera,yuppify,zorine
2239,Random Search,adabel,backbite,clementson,detwiler,elate,foreclosure,gullette,hovel,infraction,jackson,karcz,luke,magaji,norvil,overcooking,prosecutors,qmax,raposo,saws,tear,unconcerned,varricchio,wehmeier,xeriscape,yousef,zhivkov
2410,Random Search,alkahest,baynes,cruea,demasters,ellett,fundamentalist,gebbia,horiguchi,inelastic,jurgensmeyer,kayo,lizards,mutineer,noteboom,oncogene,precautions,quiche,reinstate,sorovski,tude,unilateral,vamos,wissler,xudong,ybanez,zenna
2310,Random Search,asmus,baker,cytoplasm,dundon,excessively,feelers,gatrell,hoyt,inclusiveness,journalese,kasagic,luckless,markwell,newcomb,obfuscate,palombi,quinlivan,ruffling,strauss,tangent,uncomplicated,villers,wittwer,xenos,yarbrough,zelek
2255,Random Search,aeroperu,boozer,caccamise,doghouses,emminger,fastballs,gronski,howl,impoundment,jolivette,kempf,lipari,mackin,nunez,odwyer,personnel,quell,rebekka,schulhauf,typewriters,uncertainty,videographer,wincek,xenophon,young,zwiebel
2504,Random Search,arnotts,bortz,complains,delleri,enraptured,fajitas,generous,horsehead,improvisations,junkiest,kirchberg,llerena,minge,nobelium,octillion,precipitating,quinobequin,rotisserie,sharpley,typewriting,ulin,vongunten,wimbledon,xilinx,yoest,zagel
2131,Random Search,anantha,bursting,cordaro,dellavalle,english,falgout,gravatt,humboldt,ironizing,juras,kubala,lightly,multi,nontaxable,osmon,paternal,quickly,repackaging,sheboygan,thinks,usry,voigt,weissman,xenophobia,yasuda,zaffuto
2194,Random Search,arley,boepple,cartagena,dolence,equity,flights,grin,halted,integers,janacek,krusemark,lansford,miramax,nasworthy,oslund,probabilities,queasy,raabe,shampooed,thommen,unlicensed,vigliotti,winged,xie,yeo,zamarello
2204,Random Search,alligood,borgmeyer,cassettes,diffract,eckerd,finestone,globalization,hamon,iacona,jarchow,kyra,lifeboat,mindboggling,nazar,ottens,pforzheimer,quintela,ruehl,serpa,treder,unpleasantness,vine,wion,xiang,yamane,zibell
2378,Random Search,angeloni,bowersock,citicorp,dominion,extender,fastening,gravitational,hitchens,irena,jordache,koshers,lindstrom,mismatch,nonprofits,osmotic,papernick,quint,refugees,sullenger,thibodeaux,urbanowicz,varricchio,wojtaszek,xebec,yeldell,zavala
2292,Random Search,antiphons,blueberry,carefree,diffley,earnestly,fitchburg,giarrusso,hormats,intrude,jared,kurlak,lunsford,mistake,narratives,overcapacity,percolators,quarantined,refcorp,spenders,tedeschi,unzicker,volley,wardrop,xiaoping,yongchaiyudh,zeitlin
2436,Random Search,anxiously,baboons,cytogen,dake,executes,freidman,grizzle,hartig,intends,jansenism,kagawa,locker,munafo,nordica,overbill,prostheses,quantitatively,remakes,schaja,traitors,unregistered,vollbrecht,willingham,xeroxes,yanking,zlogar
2219,Random Search,akins,boise,crisman,delane,exterminating,franchised,gangwer,hardtke,intimidation,jeppesen,khalaf,launderers,mickel,nomenclature,outwitted,preferred,quarrying,rooster,stifle,topekan,untrue,vantreese,woolever,xian,youssef,zelie
2259,Random Search,allenton,basketry,collegian,dowds,eichenbaum,fairest,guitars,haton,invested,joes,kubo,loophole,mchaffie,norred,offerman,prete,quadra,rohrback,surprised,timetable,unambiguously,vanalstine,wahines,xenophobia,yuppify,zieg
2418,Random Search,armitage,bartolomeo,capitulated,discombobulate,ekeus,foams,gramercy,haircuts,ideologically,jade,knapik,landscaping,manza,newspapers,ongpin,pikul,quattrocchi,robideau,scoot,treason,uprooted,vinegar,writhe,xu,yoyo,zealand
2348,Random Search,accelerants,belzer,conspiracy,dilling,enchanting,foreclosure,giberson,hagood,impoundments,joakima,kingsville,lijewski,mcdiarmid,nudges,outen,preschools,questionnaire,rowlands,stille,theirs,unmixed,vallot,wadle,xiaogang,yearsley,zukowski
2249,Random Search,anointed,bligh,catalyst,disheveled,exile,familiarize,goldthwaite,hyena,ishibashi,jadwin,kirton,latvians,mccartney,nighthawks,overdraft,perennial,queasy,resettlement,sundberg,trudie,unisom,veith,widdled,xene,yasushi,zook
2119,Random Search,ackhouse,bloodstains,cheek,dillie,escalating,farica,gob,hazell,isolates,jiving,klever,lite,morten,nars,organically,poopers,querulous,rochester,schmuhl,tomberlin,univation,verifies,wessex,xscribe,yosef,zhambu
2229,Random Search,arrowroot,blevins,clovis,dilts,europium,funny,gaugler,hails,inskeep,jani,kennecott,lumpectomy,musica,neither,ota,pallets,queuing,reconstruction,sapoa,transactions,under,vulgamore,wich,xudong,yongbyon,zealots
2036,Random Search,anemia,barnacle,counterattack,dimond,embezzle,fruitless,gyrating,harlow,idola,jack,kyo,luken,more,nesta,overlock,pfau,qualey,rister,slowdowns,tripoli,unaffordable,venerable,whilst,xicor,yerkey,zulus
2130,Random Search,abbottstown,ballester,chitra,decade,explication,feulner,grapage,heger,instructors,jose,kreh,linne,majestic,nederlanden,overuses,poarch,quillan,ruta,suing,troutner,unsung,vonny,wiz,xerox,yelping,zangara
2223,Random Search,antagonized,beatings,corridor,downstage,eucalyptus,fired,griesbach,hartke,interludes,jogger,kreitzer,lebert,mickie,nasca,outtake,penciled,qmax,routon,seay,television,unresolved,vanmatre,wollenberg,xyvision,yellowest,zoster
1873,Random Search,anschutz,brayfield,chatman,daddario,enterline,fieger,gretchen,harmless,ideally,jaffrey,kodacolor,latch,masood,novice,okey,proietti,quandary,rammel,sallis,turnips,users,varied,wrice,xiang,yanik,zelinka
2205,Random Search,amino,basil,cutshall,desimone,enserch,foglesong,gerchas,hesitating,institutionalize,jerez,krichbaum,lofland,moya,nawrocki,oliva,penns,qing,racz,schrager,tron,unisource,verville,wherry,xylia,yankowski,zolman
2122,Random Search,anstine,busser,corruption,dara,ear,fremitus,gandolfo,huard,intertidal,janota,kennerson,lawmaker,magnan,nowinski,overtime,projectors,quebedeaux,ratchford,strolling,thoro,useless,vigen,wm,xylogics,yay,zorro
2151,Random Search,amstrad,backbones,coccaro,degen,ethernet,feight,gossip,hocker,internatonal,janish,kobacker,lenderman,maryland,noleta,outbreaks,prosthetic,quarantines,rototiller,stys,tropic,uncoat,vermette,whisked,xtra,yeakey,zucco
2143,Random Search,apricots,bloodworth,crossed,delashmutt,entangling,fotis,goldfus,hileman,ihrke,johanns,kidder,logistical,mum,neloms,overproducers,priming,quelled,relish,skeptics,trusts,univision,vessey,wotton,xebec,youghal,zumel
2103,Random Search,argabright,bishops,cradle,drugmakers,emboss,falbo,gametophyte,huschka,inventor,jolt,kotter,lignite,multiplayer,naylor,onshore,paddack,quorums,rotor,scimed,triche,unavoidably,vitulli,wycliff,xebec,yesteryear,zera
2303,Random Search,acuteness,bum,charlson,degas,encrust,fleissner,galleria,haunts,innovating,jawed,kirk,licio,moacq,nerco,oceanographic,purinton,quicksands,reinstitute,sapanski,thinking,undoubtedly,verging,woodchip,xidex,yinger,zimbalist
2506,Random Search,alcocer,breastfeed,clemmie,dating,encyclical,frosts,gainful,hinton,impeachments,jumbotrons,kesting,loose,ministration,nomad,overpowering,polypropylene,quadrupled,regulatory,stonewall,tact,understaffed,venzke,wassmer,x,yeates,zalar
2200,Random Search,anklam,boche,contemplate,degaulle,epsilon,farver,games,hollow,imbue,jeeps,kijowski,lacquered,matalon,naturedly,obits,pohlmann,questioner,rosenboom,schemm,teases,undefeated,vanslyke,wenger,xaviera,youngstrom,zygmunt
2222,Random Search,amvest,baetjer,casseb,difelice,enterra,feller,glimmer,hulslander,indicating,jospin,krasnoyarsk,leta,martini,nummi,onlooker,perfectionism,quarrelsome,rambeau,schnoor,treasury,uninvolved,verderame,wriggle,xidex,yttrium,ziehl
2402,Random Search,anas,buds,catalogue,debelak,elfreda,fave,giovanelli,homosapiens,investigates,jovi,kleber,leibel,mon,nonstrategic,opcom,protect,quietness,rosenstein,swape,termini,unreported,velez,windstorm,xu,yasushi,ziehm
2315,Random Search,alber,birks,crouch,deschepper,entertainers,feldpausch,gossiper,haylofts,infernal,joines,kretchman,luncheon,meadowlands,nix,orel,pluralizes,quartermaster,rending,sumerlin,tarkington,unsecured,venture,wirthlin,xio,yoshihisa,zuluaga
2152,Random Search,anticommunist,bartholomew,ciulla,deleeuw,eichel,forgive,grosch,heyne,inspirational,jelinek,ketch,longitude,mcneer,nevarach,ostby,ppm,quaintly,ramone,sorgen,therein,uptegrove,vain,wiard,xtra,yaros,zuri
2020,Random Search,acheson,buckley,click,dahnke,elates,fontanez,gleda,hating,impaling,jonsson,kiesler,locomotives,mercado,nut,ostergaard,pfefferkorn,quo,roddy,sculptors,tenncare,unskilled,vanwyck,whipping,xudong,yepsen,zweig
2362,Random Search,amitai,berated,cawley,during,excludable,fordham,gerrish,hypnotized,instrumentation,joycelyn,kirkby,lanston,manns,nierman,othello,positivism,quince,rimpochets,superfund,tires,ultrasystems,vers,wholey,xenon,yorba,zeiser
2340,Random Search,atlantans,bonus,centner,doggett,enchanted,franckowiak,granillo,holecek,instone,jenkens,keswick,lean,moench,northwesterly,odonald,phantasmagoria,quip,regally,sleeter,thinking,ulva,versace,workhorses,xerxes,yum,zionist
1967,Random Search,alpers,bowed,cloth,dettinger,etzler,fret,gorr,hopfer,interfaces,journey,kiesling,letourneau,megaplex,nights,orangutan,pithy,quenby,rootstein,supposition,teitel,unlucky,valin,wakeman,xuemei,yarn,zephyr
2321,Random Search,arbitraging,boyish,couture,daloisio,egypt,feral,gleefully,hightower,insubstantiated,judah,kinney,larizza,marymount,neutrality,overlain,parrish,quartile,rolley,seaborne,transience,ulundi,vranesevic,wesson,xeroxed,yasir,zuboff
2062,Random Search,areas,bolinger,capri,deville,ebbers,fritts,galicia,halbert,instability,jib,kader,lipsett,misidentifies,neuser,orf,permit,quechee,robart,sodomized,tweed,unadorn,varani,wojnarowski,xerxes,yeakley,zuzu
2020,Random Search,anorthite,block,caller,dorsch,ela,frenchman,geologist,halophytic,imperil,jereld,kemmer,lahaie,mccrady,nosal,ozark,palla,quote,rosensteel,sadden,therein,unhealthy,vincente,witters,xylon,yokohama,zovut
2344,Random Search,alaron,beatings,culp,dery,enlistment,frieda,giovanni,hoverson,imparted,jacquelyn,kachuck,lant,mccalip,nonagricultural,obstinacy,plaines,quiles,realistically,shanahan,tata,unfailingly,vanwhy,wightman,xantippe,yoga,zambelli
2490,Random Search,aphrodisiac,bille,copping,desousa,eludes,filson,gracing,hartsook,insubstantiate,joly,kratky,libra,municipally,nanosecond,officiates,participate,quon,renewed,secularists,tavares,uncluttered,venting,wazir,xavier,yetnikoff,zupko
2259,Random Search,alfre,broadstreet,cheeriest,dimple,errington,flunking,goens,hefti,ilsa,johnson,knoth,landfried,miltonic,nutria,optimistically,placko,quintessence,rightist,sulek,taxidermy,unbutton,vandella,wojtowicz,xylon,yachts,zeebrugge
2399,Random Search,anachronisms,bernhardt,clemson,detloff,ellroy,faldo,grander,hufstedler,iosif,jafco,kilmarnock,leafless,malting,negotiation,omens,pedley,quarts,reconciliation,sergent,tussing,unturned,vulgarization,wakefield,xanthe,york,zilmer
2307,Random Search,arsonist,blakenship,chirco,dismukes,edmonda,finian,gisi,headmaster,insolvent,joystick,kongers,lawlessness,mehall,neuhauser,outwardly,polypropylene,queena,reprograph,spuhler,topped,uzzle,verit,wroblewski,x,yamani,zarr
2385,Random Search,artisans,bonnin,constitutionists,dubinsky,erhardt,farnum,granum,hourigan,infliction,junkholders,karpinski,lootens,mckeown,nevills,overdrafting,photophoresis,quek,robbing,swilling,tempos,urn,viator,wingers,xus,yoyo,zanu
2421,Random Search,astonishing,blackwood,commisso,doff,economic,formic,guardia,hasler,intracompany,juices,kalinoski,lanolin,mailbag,nestorianism,obfuscation,percept,qian,rogstad,sengers,torstar,upwardly,village,withholds,xena,yasso,zimmermann
1958,Random Search,alphonse,bartol,ciotti,dal,extricable,fro,gatos,hooke,inflaming,junkin,kaestner,leibrock,morahan,naegele,occur,pierro,quintero,rathburn,strope,talkable,uncivil,vomit,warping,xantippe,yemen,zinno
